ORF,Mtb_ortholog,functional_category,name,negative_call,positive_call,desc,sites,mean_ctrl,mean_exp,log2FC,sum_ctrl,sum_exp,delta_mean,pvalue,adj_pvalue
MB0944c,Rv0920c,insertion seqs and phages,NA,NE,NE,probable transposase,21,103,66.4,-0.6,8650.4,5576.23,-36.6,0.3268,0.72855
MB0945,Rv0921,insertion seqs and phages,NA,NE,NE,POSSIBLE RESOLVASE,7,102.7,29.8,-1.63,2875.6,834.22,-72.9,0.072,0.44396
MB0946,Rv0922,insertion seqs and phages,NA,NE,NE,possible transposase,17,193.4,171.4,-0.17,13153.8,11654.15,-22.1,0.7783,1
MB0947c,Rv0923c,conserved hypotheticals,NA,NE,NE,Phage-related replication protein,18,176,168,-0.07,12673.8,12093.56,-8.1,0.9123,1
MB0948c,Rv0925c,cell wall and cell processes,mntH,NE,NE,conserved protein,37,154.4,427.2,1.44,22850.4,63227.76,272.8,0.0013,0.08913
MB0949c,Rv0926c,conserved hypotheticals,NA,NE,NE,Oxidoreductase,20,119.9,66,-0.82,9589.7,5278,-53.9,0.1172,0.49948
MB0950c,Rv0927c,intermediary metabolism and respiration,NA,NE,NE,probable short-chain type dehydrogenase/reductase,6,90,24.3,-1.7,2160.6,582.16,-65.8,0.0834,0.46213
MB0951,Rv0928,cell wall and cell processes,pstS3,NE,NE,PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS3 (PBP-3) (PSTS3) (PHOS1),21,75.9,27.9,-1.3,6375.9,2347.24,-48,0.23,0.64246
MB0952,Rv0929,cell wall and cell processes,pstC2,GD,NE,PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC2,16,2.6,23.4,1.91,163.8,1496.85,20.8,0.1157,0.49948
MB0953,Rv0930,cell wall and cell processes,pstA1,NE,NE,PROBABLE PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA1,16,31.5,68.9,1.02,2018.1,4407.06,37.3,0.4502,0.81261
MB0954c,Rv0931c,regulatory proteins,pknDb,NE,NE,TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE D PKNDb [SECOND PART](PROTEIN KINASE D) (STPK D),21,287.6,251.4,-0.19,24156.5,21120.01,-36.1,0.6137,0.91704
MB0955c,Rv0931c,regulatory proteins,pknDa,NE,NE,TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE D PKNDa [FIRST PART] (PROTEIN KINASE D) (STPK D),22,274.5,313.7,0.19,24153.7,27609.3,39.3,0.649,0.93824
MB0956c,Rv0932c,cell wall and cell processes,pstS2,NE,NE,PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS2 (PBP-2) (PSTS2),25,99.3,173.2,0.77,9930.1,17317.75,73.9,0.1732,0.58778
MB0957,Rv0933,cell wall and cell processes,pstBa,NE,NE,PHOSPHATE-TRANSPORT PROTEIN ABC TRANSPORTER PSTBa [FIRST PART],3,106.8,0.2,-4.43,1281.9,2.21,-106.6,0.0048,0.15169
MB0958,Rv0933,cell wall and cell processes,pstBb,NE,NE,PHOSPHATE-TRANSPORT PROTEIN ABC TRANSPORTER PSTBb [SECOND PART],7,15.4,80.7,2.07,430.6,2258.88,65.3,0.2142,0.63088
MB0959,Rv0934,cell wall and cell processes,pstS1,NE,NE,PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS1 (PBP-1) (PSTS1),19,168.1,165.1,-0.03,12778.1,12550.97,-3,0.9565,1
MB0960,Rv0935,cell wall and cell processes,pstC1,NE,NE,PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC1,11,446.5,200.9,-1.13,19647.2,8838.88,-245.6,0.0975,0.48148
MB0961,Rv0936,cell wall and cell processes,pstA2,NE,NE,PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA2,18,29.9,16.4,-0.71,2153.5,1180.07,-13.5,0.2761,0.67727
MB0962c,Rv0937c,information pathways,mku,NE,NE,"dna end-binding protein, mku",11,12.8,28.5,0.91,563.6,1254.11,15.7,0.4829,0.82599
MB0963,Rv0938,intermediary metabolism and respiration,ligd,NE,NE,atp dependent dna ligase ligd (atp dependent polydeoxyribonucleotide synthase) (thermostable dna ligase) (atp dependent polynucleotide ligase) (sealase) (dna repair enzyme) (dna joinase),34,44.3,27.6,-0.6,6024.9,3756.43,-16.7,0.2559,0.65873
MB0964,Rv0939,intermediary metabolism and respiration,NA,NE,NE,"POSSIBLE BIFUNCTIONAL ENZYME: 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE) + CYCLASE/DEHYDRASE",27,16.8,38.6,1,1813.3,4168.89,21.8,0.1801,0.59505
MB0965c,Rv0940c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE OXIDOREDUCTASE,15,26.8,44.7,0.64,1609.7,2683.8,17.9,0.458,0.81935
MB0966c,Rv0941c,conserved hypotheticals,NA,NE,NE,Protein serine/threonine kinase,8,196.3,46.4,-1.97,6282.7,1485.2,-149.9,0.0049,0.15365
MB0967,Rv0942,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,6,133.4,57.4,-1.15,3202.4,1377.77,-76,0.1449,0.5427
MB0968c,Rv0943c,intermediary metabolism and respiration,NA,NE,NE,PROBABLE MONOOXYGENASE,13,272.3,346.8,0.34,14157.4,18031.46,74.5,0.5722,0.88541
MB0969,Rv0944,information pathways,NA,NE,NE,POSSIBLE FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE (FAPY-DNA GLYCOSYLASE),7,193.9,24,-2.78,5430.4,672.91,-169.9,0.0848,0.4633
MB0970,Rv0945,intermediary metabolism and respiration,NA,NE,NE,probable short-chain type dehydrogenase/reductase,6,189,63.2,-1.51,4535.3,1516.1,-125.8,0.1934,0.61165
MB0971c,Rv0946c,intermediary metabolism and respiration,pgi,ES,NE,PROBABLE GLUCOSE-6-PHOSPHATE ISOMERASE PGI (GPI) (PHOSPHOGLUCOSE ISOMERASE) (PHOSPHOHEXOSE ISOMERASE) (PHI),16,0.2,3.6,0.73,10.1,228.97,3.4,0.0218,0.27857
MB0972c,Rv0947c,lipid metabolism,NA,NE,NE,"probable mycolyl transferase, pseudogene",10,196,146.6,-0.41,7838.1,5863.7,-49.4,0.5447,0.86574
MB0973c,Rv0948c,intermediary metabolism and respiration,NA,NE,NE,chorismate mutase,6,0.8,0,-0.22,20,0,-0.8,0.4714,0.82332
MB0974,Rv0949,information pathways,uvrD1,NE,NE,probable atp-dependent dna helicase ii uvrd1,40,25.8,21.3,-0.23,4130.5,3414.56,-4.5,0.6529,0.94167
MB0975c,Rv0950c,conserved hypotheticals,NA,NE,GD,Phage peptidoglycan binding endopeptidase,18,49.5,11.6,-1.72,3567.5,835.88,-37.9,0.0249,0.29365
MB0976,Rv0951,intermediary metabolism and respiration,sucC,ES,ES,PROBABLE SUCCINYL-COA SYNTHETASE (BETA CHAIN) SUCC (SCS-BETA),12,0,0,0,0,0,0,1,1
MB0977,Rv0952,intermediary metabolism and respiration,sucD,ES,ES,PROBABLE SUCCINYL-COA SYNTHETASE (ALPHA CHAIN) SUCD (SCS-ALPHA),11,0,0,0,0,0,0,1,1
MB0978c,Rv0953c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE OXIDOREDUCTASE,13,185.6,362.8,0.95,9651.3,18864.61,177.2,0.162,0.57331
MB0979,Rv0954,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,26,53.9,46.4,-0.2,5608.4,4827.15,-7.5,0.6532,0.94167
MB0980,Rv0955,cell wall and cell processes,NA,ES,ES,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,16,0.1,0.2,0.05,4.4,14.86,0.2,1,1
MB0981,Rv0956,intermediary metabolism and respiration,purN,ES,ES,PROBABLE 5'-PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE PURN (GART) (GAR TRANSFORMYLASE) (5'-PHOSPHORIBOSYLGLYCINAMIDE TRANSFORMYLASE),15,16.1,18.6,0.17,964.3,1118.23,2.6,0.8237,1
MB0982,Rv0957,intermediary metabolism and respiration,purH,ES,ES,PROBABLE BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN PURH: PHOSPHORIBOSYLAMINOIMIDAZOLECARBOXAMIDE FORMYLTRANSFERASE (AICAR TRANSFORMYLASE) (5'-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE-4-CARBOXAMIDE FORMYLTRANSFERASE) + INOSINEMONOPHOSPHATE CYCLOHYDROLASE (IMP CYCLOHYDROLASE) (INOSINICASE) (IMP SYNTHETASE) (ATIC),23,0,0,0,0,0,0,1,1
MB0983,Rv0958,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE MAGNESIUM CHELATASE,13,27.1,396.6,3.65,1408.4,20621.66,369.5,7e-4,0.07079
MB0984,Rv0959,conserved hypotheticals,NA,NE,NE,FIG019045: long form Mg-chelase associated protein with vWA domain,19,51.3,26.8,-0.82,3896.7,2036.13,-24.5,0.1467,0.54691
MB0984A,Rv0959A,"virulence, detoxification, adaptation",vapB9,NE,NE,Possible antitoxin VapB9,2,219.6,260.7,0.24,1756.6,2085.64,41.1,0.7957,1
MB0985,Rv0960,"virulence, detoxification, adaptation",vapc9,NE,NE,possible toxin vapc9,4,241.1,175.1,-0.45,3857.1,2800.93,-66,0.5518,0.87087
MB0986,Rv0961,cell wall and cell processes,NA,NE,NE,PROBABLE INTEGRAL MEMBRANE PROTEIN,5,41.1,1.7,-2.78,822.3,34.58,-39.4,2e-4,0.05393
MB0987c,Rv0962c,cell wall and cell processes,lprP,NE,NE,POSSIBLE LIPOPROTEIN LPRP,15,171,49,-1.71,10258.3,2937.34,-122,0.0168,0.25741000000000003
MB0988c,Rv0963c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,10,104.9,521.5,2.26,4197.4,20861.7,416.6,0.1459,0.54544
MB0989c,Rv0964c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,5,23.3,159.8,2.54,466.1,3196.68,136.5,0.0351,0.33018
MB0990c,Rv0965c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,7,74.2,59.3,-0.3,2076.3,1659.63,-14.9,0.7169,0.98797
MB0991c,Rv0966c,conserved hypotheticals,NA,NE,NE,conserved protein,9,43.5,148.4,1.66,1566.9,5340.68,104.8,0.2407,0.64752
MB0992,Rv0967,regulatory proteins,csor,NE,NE,copper-sensitive operon repressor csor,1,7.1,285,4.59,28.2,1139.83,277.9,0.3361,0.7329
MB0993,Rv0968,conserved hypotheticals,NA,NE,NE,conserved protein,5,231.2,322.4,0.47,4624.2,6448.75,91.2,0.4589,0.81935
MB0994,Rv0969,cell wall and cell processes,ctpV,NE,NE,PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE CTPV,18,383.2,197.3,-0.94,27588.9,14203.32,-185.9,0.1466,0.54691
MB0995,Rv0970,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,11,77.4,48,-0.64,3407,2112.07,-29.4,0.3648,0.75828
MB0996c,Rv0971c,lipid metabolism,echA7,NE,NE,PROBABLE ENOYL-COA HYDRATASE ECHA7 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE),6,114.1,173.9,0.59,2739.2,4173.49,59.8,0.4914,0.82744
MB0997c,Rv0972c,lipid metabolism,fadE12,NE,NE,acyl-coa dehydrogenase fade12,16,20.5,6,-1.21,1311.8,383.18,-14.5,0.0754,0.44984
MB0998c,Rv0973c,lipid metabolism,accA2,NE,NE,PROBABLE ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE ALPHA CHAIN (ALPHA SUBUNIT) ACCA2: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP),25,16.2,8.7,-0.63,1618.8,865.47,-7.5,0.3155,0.7202
MB0999c,Rv0974c,lipid metabolism,accD2,NE,NE,PROBABLE ACETYL-/PROPIONYL-COA CARBOXYLASE (BETA SUBUNIT) ACCD2,18,37.5,24.8,-0.51,2699,1788.76,-12.6,0.5626,0.88001
MB1000c,Rv0975c,lipid metabolism,fadE13,NE,NE,PROBABLE ACYL-COA DEHYDROGENASE FADE13,16,131.7,251,0.9,8429.6,16061.77,119.3,0.098,0.48148
MB1001c,Rv0976c,conserved hypotheticals,NA,NE,NE,Terpene utilization protein AtuA,20,118.3,153.4,0.36,9466.7,12268.49,35,0.4918,0.82744
MB1002,Rv0977,PE/PPE,PE_PGRS16,NE,NE,pe-pgrs family protein pe_pgrs16,25,368.6,403.4,0.13,36864.7,40336.52,34.7,0.7535,1
MB1003c,Rv0978c,PE/PPE,PE_PGRS17,NE,NE,pe-pgrs family protein pe_pgrs17,8,445.1,180.6,-1.28,14243.9,5778.07,-264.6,0.048,0.37338
MB1004c,Rv0979c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,1,2.7,1.3,-0.3,10.9,5.17,-1.4,1,1
MB1005,Rv0979A,information pathways,rpmF,NE,NE,50s ribosomal protein l32 rpmf,2,0,0,0,0,0,0,1,1
MB1006c,Rv0980c,PE/PPE,PE_PGRS18,NE,NE,pe-pgrs family protein pe_pgrs18,15,416.5,329.2,-0.33,24991.1,19753.26,-87.3,0.5286,0.85187
MB1007,Rv0981,regulatory proteins,mprA,NE,NE,Mycobacterial persistence regulator MRPA (two component response transcriptional regulatory protein),10,159.4,72.3,-1.09,6374,2891.67,-87.1,0.0438,0.3601
MB1008,Rv0982,regulatory proteins,mprB,ES,ES,two component sensor kinase mprb,16,11.8,11.8,-0,756.7,756.3,-0,0.9347,1
MB1009,Rv0983,intermediary metabolism and respiration,pepd,NE,NE,probable serine protease pepd (serine proteinase) (mtb32b),14,189.9,45.9,-1.94,10632.7,2572.76,-143.9,0.0207,0.27098
MB1010,Rv0984,intermediary metabolism and respiration,moaB2,NE,NE,POSSIBLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB2 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD),3,79.3,476.4,2.51,951.2,5717.3,397.2,0.0474,0.37236
MB1011c,Rv0985c,cell wall and cell processes,mscL,NE,NE,POSSIBLE LARGE-CONDUCTANCE ION MECHANOSENSITIVE CHANNEL MSCL,8,262.4,313.4,0.25,8396.6,10027.38,51,0.6173,0.9186
MB1012,Rv0986,cell wall and cell processes,NA,NE,ES,PROBABLE ADHESION COMPONENT TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER,24,60.1,10.5,-2.07,5766.6,1003.51,-49.6,0.0035,0.1388
MB1013,Rv0987,cell wall and cell processes,NA,GD,NE,PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER,43,11.9,71.2,2.17,2054.1,12242.82,59.2,0.0173,0.26111
MB1014,Rv0987,cell wall and cell processes,NA,NE,ES,PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER,49,32.3,98.2,1.47,6321.3,19248.93,66,0.1395,0.53626
MB1015,Rv0988,cell wall and cell processes,NA,GD,GD,POSSIBLE CONSERVED EXPORTED PROTEIN,39,2.7,8.5,0.8,422.3,1319,5.7,0.3048,0.70857
MB1016c,Rv0989c,intermediary metabolism and respiration,grcC2,NE,NE,PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC2 (POLYPRENYL PYROPHOSPHATE SYNTHETASE),17,98.6,103.7,0.07,6706,7054.9,5.1,0.9124,1
MB1017c,Rv0990c,conserved hypotheticals,NA,NE,NE,Heat shock protein 22.5 (Hsp22.5),4,269.5,63.1,-2.01,4312.5,1009.44,-206.4,0.1036,0.4906
MB1018c,Rv0991c,conserved hypotheticals,NA,NE,NE,conserved serine rich protein,3,173.7,149.5,-0.21,2084.2,1794.28,-24.2,0.7452,1
MB1019c,Rv0992c,conserved hypotheticals,NA,NE,NE,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),6,154.7,400.6,1.34,3712.9,9614.27,245.9,0.2241,0.63956
MB1020,Rv0993,intermediary metabolism and respiration,galU,ES,ES,utp--glucose-1-phosphate uridylyltransferase galu (udp-glucose pyrophosphorylase) (udpgp) (alpha-d-glucosyl-1-phosphate uridylyltransferase) (uridine diphosphoglucose pyrophosphorylase),13,0,0,0,0,0,0,1,1
MB1021,Rv0994,intermediary metabolism and respiration,moeA1,NE,NE,PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA1,12,113.8,237.9,1.03,5464.1,11418.52,124,0.0669,0.42882
MB1022,Rv0995,information pathways,rimJ,NE,NE,ribosomal-protein-alanine acetyltransferase rimj (acetylating enzyme for n-terminal of ribosomal protein s5),5,89.1,0.2,-4.16,1781.5,4.95,-88.8,0.001,0.0809
MB1023,Rv0996,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,16,146.8,189.3,0.36,9397.1,12115.65,42.5,0.4141,0.78548
MB1023A,NA,NA,NA,NE,NE,NA,5,93.2,51.8,-0.79,1864.1,1035.56,-41.4,0.4156,0.78666
MB1024,Rv0997,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,5,91,162.5,0.8,1819.8,3250.32,71.5,0.5068,0.82945
MB1025,Rv0998,conserved hypotheticals,NA,NE,NE,"Protein lysine acetyltransferase Pat (EC 2.3.1.-), Mycobacterial type",9,370,201.9,-0.86,13320.2,7268.02,-168.1,0.2845,0.69034
MB1026,Rv0999,conserved hypotheticals,NA,NE,NE,unknown protein,11,117.1,194.9,0.71,5151.4,8576.94,77.9,0.3287,0.72863
MB1027c,Rv1000c,conserved hypotheticals,NA,NE,NE,Alkylated DNA repair protein AlkB,8,249.7,457.9,0.86,7991.5,14652.16,208.1,0.259,0.66056
MB1028,Rv1001,intermediary metabolism and respiration,arcA,NE,NE,PROBABLE ARGININE DEIMINASE ARCA (ADI) (AD) (ARGININE DIHYDROLASE),18,166.5,314.1,0.9,11987.1,22614.23,147.6,0.1735,0.58778
MB1029c,Rv1002c,cell wall and cell processes,NA,NE,NE,CONSERVED MEMBRANE PROTEIN,23,42.7,21.2,-0.86,3924.7,1948.09,-21.5,0.148,0.54973
MB1030,Rv1003,conserved hypotheticals,rsmI,NE,NE,16S rRNA (cytidine(1402)-2'-O)-methyltransferase (EC 2.1.1.198),7,86.2,2.9,-3.53,2413.3,81.33,-83.3,0.0011,0.0824
MB1031c,Rv1004c,cell wall and cell processes,NA,NE,NE,PROBABLE MEMBRANE PROTEIN,10,214.1,98.4,-1.08,8563.8,3937.92,-115.6,0.1733,0.58778
MB1032c,Rv1005c,intermediary metabolism and respiration,pabB,NE,NE,Probable para-aminobenzoate synthase component I PABD,16,107.7,157,0.52,6891.8,10049.31,49.3,0.4139,0.78548
MB1033,Rv1006,conserved hypotheticals,NA,NE,NE,unknown protein,36,98.1,118.7,0.26,14126.5,17098.6,20.6,0.5257,0.84987
MB1034c,Rv1007c,information pathways,metS,ES,ES,methionyl-trna synthetase mets (metrs) (methionine--trna ligase),30,1.2,0,-0.31,145,0,-1.2,1,1
MB1035,Rv1008,cell wall and cell processes,tatD,NE,NE,Probable deoxyribonuclease TatD (YjjV protein),13,279.8,178.8,-0.63,14550.3,9299.55,-101,0.376,0.7641
MB1036,Rv1009,cell wall and cell processes,rpfB,NE,NE,Probable resuscitation-promoting factor rpfB,11,78.5,68.5,-0.18,3453.1,3016.08,-9.9,0.7449,1
MB1037,Rv1010,information pathways,ksgA,NE,NE,"PROBABLE DIMETHYLADENOSINE TRANSFERASE KSGA (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein ksgA) (Kasugamycin dimethyltransferase)",12,157.9,76.4,-1,7580.2,3667.5,-81.5,0.1204,0.50416
MB1038,Rv1011,intermediary metabolism and respiration,ispE,ES,ES,Probable 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase ISPE (CMK) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase),12,0,0,0,0,0,0,1,1
MB1040,Rv1012,conserved hypotheticals,NA,NE,ES,HYPOTHETICAL PROTEIN,4,114.8,0,-4.58,1837.1,0,-114.8,0.0029,0.1333
MB1041,Rv1013,lipid metabolism,pks16,NE,NE,PUTATIVE POLYKETIDE SYNTHASE PKS16,21,107.4,66.4,-0.66,9023.7,5577.09,-41,0.1543,0.56433
MB1042c,Rv1014c,intermediary metabolism and respiration,pth,ES,GD,PROBABLE PEPTIDYL-TRNA HYDROLASE PTH,11,0,0,0,0,0,0,1,1
MB1043c,Rv1015c,information pathways,rplY,ES,GD,50s ribosomal protein l25 rply,10,0.1,0.7,0.18,3.2,29.89,0.7,0.3554,0.75149
MB1044c,Rv1016c,cell wall and cell processes,lpqT,NE,NE,probable conserved lipoprotein lpqt,7,124.4,82.8,-0.56,3482,2317.47,-41.6,0.4276,0.79215
MB1045c,Rv1017c,intermediary metabolism and respiration,prsA,ES,NE,PROBABLE RIBOSE-PHOSPHATE PYROPHOSPHOKINASE PRSA (Phosphoribosyl pyrophosphate synthetase) (PRPP synthetase),11,0,0,0,0,0,0,1,1
MB1046c,Rv1018c,cell wall and cell processes,glmU,ES,ES,Probable UDP-N-acetylglucosamine pyrophosphorylase glmU,23,0,0,0,0,0,0,1,1
MB1047,Rv1019,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY),8,126.6,238.3,0.89,4051.8,7626.04,111.7,0.1761,0.59099
MB1048,Rv1020,information pathways,mfd,NE,NE,PROBABLE TRANSCRIPTION-REPAIR COUPLING FACTOR MFD (TRCF),37,241.8,277.2,0.19,35779.6,41028.72,35.5,0.6426,0.93414
MB1049,Rv1021,conserved hypotheticals,mazG,NE,NE,Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8),12,72.5,89.4,0.28,3480.5,4291.78,16.9,0.6891,0.96696
MB1050,Rv1022,cell wall and cell processes,lpqU,NE,NE,probable conserved lipoprotein lpqu,13,143.7,137.4,-0.06,7474,7144.2,-6.3,0.9307,1
MB1051,Rv1023,intermediary metabolism and respiration,eno,GD,ES,PROBABLE ENOLASE ENO,12,0,0,0,0,0,0,1,1
MB1052,Rv1024,cell wall and cell processes,NA,GD,ES,possible conserved membrane protein,8,0,0,0,0,0,0,1,1
MB1053,Rv1025,conserved hypotheticals,NA,GD,ES,FIG004853: possible toxin to DivIC,6,0,0,0,0,0,0,1,1
MB1054,Rv1026,"virulence, detoxification, adaptation",ppx2,GD,NE,Exopolyphosphatase (EC 3.6.1.11),7,1.7,21.6,1.99,47.4,604.8,19.9,0.2175,0.63381
MB1055c,Rv1027c,regulatory proteins,kdpE,NE,GD,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN KDPE,9,18.5,0.8,-2.02,664.9,27.94,-17.7,0.0497,0.37653
MB1056c,Rv1028c,regulatory proteins,kdpD,NE,NE,PROBABLE SENSOR PROTEIN KDPD,24,64.8,67.1,0.05,6223.9,6439.38,2.2,0.9482,1
MB1057,Rv1028A,cell wall and cell processes,kdpF,NE,NE,Probable membrane protein kdpF,3,321.9,6.4,-4.84,3862.3,76.95,-315.4,0.1014,0.48741
MB1058,Rv1029,cell wall and cell processes,kdpA,NE,NE,Probable Potassium-transporting ATPase A chain KDPA (Potassium-translocating ATPase A chain) (ATP phosphohydrolase [potassium-transporting] A chain) (Potassium binding and translocating subunit A),27,107,33.7,-1.53,11556.7,3641.06,-73.3,0.0042,0.14773
MB1059,Rv1030,cell wall and cell processes,kdpB,NE,NE,Probable Potassium-transporting P-type ATPase B chain KDPB (Potassium-translocating ATPase B chain) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium binding and translocating subunit B),13,72.6,103.2,0.48,3774.4,5364.85,30.6,0.4211,0.78677
MB1060,Rv1031,cell wall and cell processes,kdpC,NE,NE,Probable Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain) (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium binding and translocating subunit C),9,211,147.7,-0.5,7596.3,5316.55,-63.3,0.5372,0.85922
MB1061c,Rv1032c,regulatory proteins,trcS,NE,NE,TWO COMPONENT SENSOR HISTIDINE KINASE TRCS,21,224.8,217.1,-0.05,18885.8,18234.06,-7.8,0.9259,1
MB1062c,Rv1033c,regulatory proteins,trcR,NE,NE,TWO COMPONENT TRANSCRIPTIONAL REGULATOR TRCR,15,249.2,228.3,-0.12,14950.1,13698.16,-20.9,0.7764,1
MB1063c,Rv1034c,insertion seqs and phages,NA,NE,NE,PROBABLE TRANSPOSASE (FRAGMENT),2,81.2,0.3,-4.02,649.8,2.48,-80.9,0.215,0.63088
MB1064c,Rv1035c,insertion seqs and phages,NA,NE,NE,PROBABLE TRANSPOSASE (FRAGMENT),4,5.2,94.9,3.29,83.2,1518.38,89.7,0.0828,0.46181
MB1065c,Rv1036c,insertion seqs and phages,NA,NE,NE,PROBABLE IS1560 TRANSPOSASE (FRAGMENT),4,698.7,16.1,-5.06,11179.9,257.6,-682.6,0.0872,0.4671
MB1066c,Rv1037c,conserved hypotheticals,esxI,NE,NE,putative esat-6 like protein esxi (esat-6 like protein 1),4,213.3,416.6,0.95,3412.4,6666.15,203.4,0.2507,0.65298
MB1067c,Rv1038c,cell wall and cell processes,esxJ,NE,NE,esat-6 like protein esxj (esat-6 like protein 2),3,115.4,42.1,-1.35,1384.4,505.37,-73.3,0.1037,0.4906
MB1068c,Rv1039c,PE/PPE,PPE15,NE,NE,ppe family protein ppe15,23,210.5,205,-0.04,19364.4,18859.27,-5.5,0.9295,1
MB1069c,Rv1040c,PE/PPE,PE8,NE,NE,pe family protein pe8,8,175.5,198.3,0.17,5615.2,6345.87,22.8,0.8035,1
MB1070c,Rv1041c,insertion seqs and phages,NA,NE,NE,probable is like-2 transposase,12,181.8,162.1,-0.16,8727.2,7782.09,-19.7,0.7261,0.99427
MB1071c,Rv1042c,insertion seqs and phages,NA,NE,NE,probable is like-2 transposase,5,84,152.9,0.83,1681,3057.75,68.8,0.4164,0.78675
MB1072c,Rv1043c,conserved hypotheticals,NA,NE,NE,"Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain",11,218.9,406.1,0.88,9632.5,17868.39,187.2,0.1384,0.53419
MB1073,Rv1044,conserved hypotheticals,NA,NE,NE,Predicted transcriptional regulator,13,155.2,68.9,-1.12,8067.9,3582.46,-86.3,0.2186,0.63523
MB1074,Rv1045,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,11,211.1,240.6,0.18,9290.5,10587.92,29.5,0.7307,0.99748
MB1075c,Rv1046c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,6,160.8,312.5,0.94,3859.6,7500.85,151.7,0.203,0.61874
MB1076,Rv1047,insertion seqs and phages,NA,NE,NE,probable transposase,13,122.3,189.1,0.61,6357.3,9835.37,66.9,0.1396,0.53626
MB1077c,Rv1048c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,23,205.8,270.9,0.39,18930.5,24920.07,65.1,0.4469,0.80882
