ORF,Mtb_ortholog,functional_category,name,negative_call,positive_call,desc,sites,mean_ctrl,mean_exp,log2FC,sum_ctrl,sum_exp,delta_mean,pvalue,adj_pvalue
MB0585,Rv0570,information pathways,nrdZ,NE,NE,PROBABLE RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE (LARGE SUBUNIT) NRDZ (RIBONUCLEOTIDE REDUCTASE),31,68.3,102.6,0.58,8467.6,12726.83,34.3,0.2947,0.84813
MB0586c,Rv0571c,conserved hypotheticals,NA,NE,NE,Phosphoribosyl transferase domain protein,11,152.4,9.5,-3.86,6703.8,419.63,-142.8,0.0115,0.38272
MB0587CA,NA,NA,NA,NE,NE,NA,4,111.8,306,1.44,1788.3,4895.66,194.2,0.2497,0.81029
MB0587c,Rv0572c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,8,335.1,231.7,-0.53,10724,7413.77,-103.4,0.3944,0.90588
MB0588c,Rv0573c,intermediary metabolism and respiration,pncb2,NE,NE,nicotinic acid phosphoribosyltransferase pncb2,16,170.4,99.6,-0.77,10907.4,6371.8,-70.9,0.305,0.85854
MB0589c,Rv0574c,conserved hypotheticals,NA,NE,NE,Capsule biosynthesis protein CapA,17,311,109.9,-1.49,21147.3,7475.54,-201.1,0.0444,0.53772
MB0590c,Rv0575c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE OXIDOREDUCTASE,12,187.7,183.1,-0.04,9010.9,8788.82,-4.6,0.939,1
MB0591,Rv0576,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY),16,77.4,245.3,1.65,4952.3,15700.86,167.9,0.1663,0.74813
MB0592,Rv0577,"virulence, detoxification, adaptation",cfp32,NE,NE,27 kDa antigen Cfp30B,12,468.6,164.1,-1.51,22490.5,7878.48,-304.4,0.0682,0.62168
MB0593c,Rv0578c,PE/PPE,PE_PGRS7,NE,NE,pe-pgrs family protein pe_pgrs7,18,100.1,83.2,-0.26,7205.5,5991.8,-16.9,0.7238,1
MB0594,Rv0579,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,14,85.5,160.7,0.9,4786.3,8998.66,75.2,0.2019,0.78679
MB0595c,Rv0580c,conserved hypotheticals,NA,NE,NE,conserved protein,9,103.9,97.5,-0.09,3741.6,3510.49,-6.4,0.9281,1
MB0596,Rv0581,"virulence, detoxification, adaptation",vapb26,NE,NE,possible antitoxin vapb26,4,215.3,156.5,-0.46,3444.7,2504.5,-58.8,0.7338,1
MB0597,Rv0582,"virulence, detoxification, adaptation",vapc26,NE,NE,possible toxin vapc26. contains pin domain.,8,91.4,4.7,-4.01,2923.4,151.89,-86.6,0.041,0.53297
MB0598c,Rv0583c,cell wall and cell processes,lpqN,NE,NE,PROBABLE CONSERVED LIPOPROTEIN LPQN,7,205.1,174.3,-0.23,5742.8,4881.27,-30.8,0.6743,1
MB0599,Rv0584,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED EXPORTED PROTEIN,56,91,131.3,0.52,20383.4,29412.91,40.3,0.0917,0.65462
MB0600c,Rv0585c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,38,95.4,133.6,0.48,14505.3,20306.13,38.2,0.5251,0.94907
MB0601,Rv0586,regulatory proteins,mce2r,NE,NE,probable transcriptional regulatory protein mce2r (gntr-family),10,31.2,57.3,0.86,1248,2290.13,26.1,0.8483,1
MB0602,Rv0587,"virulence, detoxification, adaptation",yrbE2A,NE,NE,CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE2A,11,235,27.9,-3.03,10340,1228.98,-207.1,0.1406,0.72196
MB0603,Rv0588,"virulence, detoxification, adaptation",yrbE2B,NE,NE,CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE2B,13,64.4,44.1,-0.54,3346.5,2293.28,-20.3,0.5869,0.98588
MB0604,Rv0589,"virulence, detoxification, adaptation",mce2A,NE,NE,MCE-FAMILY PROTEIN MCE2A,25,43.2,22.6,-0.9,4320.8,2260.89,-20.6,0.2663,0.8286
MB0605,Rv0590,"virulence, detoxification, adaptation",mce2B,NE,NE,mce-family related protein,17,232.4,76,-1.6,15803.2,5168.37,-156.4,0.4673,0.93536
MB0606,Rv0591,"virulence, detoxification, adaptation",mce2C,NE,NE,MCE-FAMILY PROTEIN MCE2C,22,188.3,111.3,-0.75,16573.6,9791.62,-77.1,0.2491,0.81029
MB0607,Rv0592,"virulence, detoxification, adaptation",mce2Da,NE,NE,MCE-FAMILY PROTEIN MCE2DA [FIRST PART],27,73,34.5,-1.06,7888.6,3728.41,-38.5,0.0281,0.48634
MB0608,NA,NA,mce2Db,NE,NE,MCE-FAMILY PROTEIN MCE2DB [SECOND PART],2,73,53,-0.46,584.4,423.73,-20.1,0.8088,1
MB0609,Rv0593,cell wall and cell processes,lprL,NE,NE,POSSIBLE MCE-FAMILY LIPOPROTEIN LPRL (MCE-FAMILY LIPOPROTEIN MCE2E),8,111.6,70.5,-0.65,3570.6,2256.69,-41.1,0.528,0.95092
MB0610,Rv0594,"virulence, detoxification, adaptation",mce2F,NE,NE,MCE-FAMILY PROTEIN MCE2F,27,290.6,450.8,0.63,31389.9,48689.37,160.2,0.1577,0.74151
MB0611c,Rv0595c,"virulence, detoxification, adaptation",vapc4,NE,NE,possible toxin vapc4,8,246.9,141.5,-0.8,7900.7,4526.69,-105.4,0.7809,1
MB0612c,Rv0596c,"virulence, detoxification, adaptation",vapb4,NE,NE,possible antitoxin vapb4,4,208.2,0.9,-6.76,3331.1,14.86,-207.3,0.0253,0.48273
MB0613c,Rv0597c,conserved hypotheticals,NA,NE,NE,ATPase,11,177.5,166.4,-0.09,7808.8,7322.59,-11.1,0.9039,1
MB0614c,Rv0598c,"virulence, detoxification, adaptation",vapc27,NE,NE,possible toxin vapc27. contains pin domain.,7,79.4,228.5,1.51,2224.3,6398.7,149.1,0.103,0.66431
MB0615c,Rv0599c,"virulence, detoxification, adaptation",vapb27,NE,NE,possible antitoxin vapb27,5,202.6,4,-5.34,4052.2,80.34,-198.6,0.0865,0.65278
MB0616c,Rv0600c,regulatory proteins,NA,NE,NE,two component sensor kinase [second part],3,132.7,247.1,0.89,1592.7,2964.8,114.3,0.3525,0.87803
MB0617c,Rv0601c,regulatory proteins,NA,NE,NE,two component sensor kinase [first part],4,53.2,238.2,2.14,850.8,3810.43,185,0.1316,0.70188
MB0618c,Rv0602c,regulatory proteins,tcrA,NE,NE,two component dna binding transcriptional regulatory protein tcra,9,212.5,375.4,0.82,7648.5,13514.78,163,0.3488,0.87612
MB0619,Rv0603,cell wall and cell processes,NA,NE,NE,POSSIBLE EXPORTED PROTEIN,1,0,20.7,4.44,0,82.75,20.7,0.324,0.87261
MB0620,Rv0604,cell wall and cell processes,lpqO,NE,NE,PROBABLE CONSERVED LIPOPROTEIN LPQO,6,99.6,655.6,2.71,2389.5,15734.52,556,0.092,0.65462
MB0621,Rv0605,insertion seqs and phages,NA,NE,NE,POSSIBLE RESOLVASE,9,272.5,231.8,-0.23,9809.3,8343.91,-40.7,0.7182,1
MB0622,Rv0606,insertion seqs and phages,NA,NE,NE,possible transposase (fragment),7,279,148.2,-0.91,7812.9,4149.45,-130.8,0.248,0.81029
MB0623,Rv0607,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,1,4.1,7.9,0.81,16.3,31.55,3.8,1,1
MB0624,Rv0608,"virulence, detoxification, adaptation",vapb28,NE,NE,possible antitoxin vapb28,1,96.7,3.5,-4.45,386.8,13.84,-93.2,0.1615,0.74659
MB0625,Rv0609,"virulence, detoxification, adaptation",vapc28,NE,NE,possible toxin vapc28. contains pin domain.,6,30.6,83.2,1.41,734.4,1997.48,52.6,0.3307,0.87261
MB0626,Rv0609A,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,2,211.1,64.9,-1.69,1688.5,518.97,-146.2,0.6574,1
MB0626CA,NA,NA,NA,NE,NE,NA,2,145.3,42.5,-1.75,1162.3,340.35,-102.7,0.282,0.83996
MB0627c,Rv0610c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,10,121,519.8,2.09,4838.9,20793.99,398.9,0.2524,0.81092
MB0628c,Rv0611c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,9,256.6,135.7,-0.91,9239.1,4884.82,-121,0.4043,0.91312
MB0629,Rv0612,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,6,28.2,124.1,2.1,677.6,2979.3,95.9,0.2924,0.84772
MB0630c,Rv0613c,conserved hypotheticals,NA,NE,NE,unknown protein,16,110.8,185.1,0.74,7090.9,11846.54,74.3,0.1533,0.73936
MB0631,Rv0614,conserved hypotheticals,NA,NE,NE,putative membrane protein,12,185.4,212.6,0.2,8899.4,10206.06,27.2,0.6823,1
MB0632,Rv0615,cell wall and cell processes,NA,NE,NE,PROBABLE INTEGRAL MEMBRANE PROTEIN,4,81.9,56.4,-0.53,1310.2,902,-25.5,0.7135,1
MB0633A,Rv0616A,"virulence, detoxification, adaptation",vapB29,NE,NE,Possible antitoxin VapB29,4,147.7,13,-3.41,2363,208.38,-134.7,0.3309,0.87261
MB0633c,Rv0616c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,5,9.6,156.2,3.89,192.6,3124.33,146.6,0.0801,0.63361
MB0634,Rv0617,"virulence, detoxification, adaptation",vapc29,NE,NE,possible toxin vapc29. contains pin domain.,3,186.1,523.6,1.49,2232.8,6282.93,337.5,0.2747,0.83372
MB0635,Rv0618,intermediary metabolism and respiration,galT,NE,NE,probable galactose-1-phosphate uridylyltransferase galtb [second part],16,27.9,92.5,1.69,1788.6,5920.52,64.6,0.1201,0.68393
MB0636,Rv0620,intermediary metabolism and respiration,galK,NE,NE,PROBABLE GALACTOKINASE GALK (GALACTOSE KINASE),9,21.7,49.6,1.16,782.3,1786.4,27.9,0.2937,0.84798
MB0637,Rv0621,cell wall and cell processes,NA,NE,NE,POSSIBLE MEMBRANE PROTEIN,9,21.6,122.8,2.45,779,4421.32,101.2,0.0786,0.63134
MB0638,Rv0622,cell wall and cell processes,NA,NE,NE,POSSIBLE MEMBRANE PROTEIN,12,124.2,93.9,-0.4,5963.7,4505.43,-30.4,0.482,0.93536
MB0639,Rv0623,"virulence, detoxification, adaptation",vapb30,NE,NE,possible antitoxin vapb30,2,144.3,163.8,0.18,1154.1,1310.47,19.5,0.8649,1
MB0640,Rv0624,"virulence, detoxification, adaptation",vapc30,NE,NE,possible toxin vapc30. contains pin domain.,6,127.3,175,0.46,3055.8,4199.33,47.6,0.6187,1
MB0641c,Rv0625c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,9,161.4,168.7,0.06,5809.4,6074.32,7.4,0.9566,1
MB0642,Rv0626,"virulence, detoxification, adaptation",vapb5,NE,NE,possible antitoxin vapb5,4,32.7,9,-1.75,522.9,144.07,-23.7,0.4455,0.92454
MB0643,Rv0627,"virulence, detoxification, adaptation",vapc5,NE,NE,possible toxin vapc5,1,0,0,0,0,0,0,1,1
MB0644c,Rv0628c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,3,329.1,207.8,-0.66,3949.5,2494.16,-121.3,0.6507,1
MB0645c,Rv0629c,information pathways,recD,NE,GD,PROBABLE EXONUCLEASE V (ALPHA CHAIN) RECD (EXODEOXYRIBONUCLEASE V ALPHA CHAIN) (EXODEOXYRIBONUCLEASE V POLYPEPTIDE),14,55,14.2,-1.88,3080.5,797.32,-40.8,0.0362,0.52107
MB0646c,Rv0630c,information pathways,recBb,NE,GD,PROBABLE EXONUCLEASE V (BETA CHAIN) RECBB [SECOND PART] (EXODEOXYRIBONUCLEASE V BETA CHAIN)(EXODEOXYRIBONUCLEASE V POLYPEPTIDE),9,108,2.5,-4.97,3889.1,89,-105.6,0.0747,0.62281
MB0647c,Rv0630c,information pathways,recBa,NE,NE,PROBABLE EXONUCLEASE V (BETA CHAIN) RECBA [FIRST PART] (EXODEOXYRIBONUCLEASE V BETA CHAIN)(EXODEOXYRIBONUCLEASE V POLYPEPTIDE),24,75.4,456.7,2.58,7241.3,43841.31,381.2,0.1276,0.697
MB0648c,Rv0631c,information pathways,recC,NE,NE,PROBABLE EXONUCLEASE V (GAMMA CHAIN) RECC (EXODEOXYRIBONUCLEASE V GAMMA CHAIN)(EXODEOXYRIBONUCLEASE V POLYPEPTIDE),16,74.1,73.2,-0.02,4740.3,4686.2,-0.8,0.9784,1
MB0649c,Rv0632c,lipid metabolism,echA3,NE,NE,PROBABLE ENOYL-COA HYDRATASE ECHA3 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE),13,73.7,119.4,0.69,3831.7,6207.34,45.7,0.4456,0.92454
MB0650c,Rv0633c,cell wall and cell processes,NA,NE,NE,POSSIBLE EXPORTED PROTEIN,12,267.8,92.7,-1.52,12852.7,4451.41,-175,0.0275,0.48634
MB0651c,Rv0634c,"virulence, detoxification, adaptation",NA,NE,NE,POSSIBLE GLYOXALASE II (HYDROXYACYLGLUTATHIONE HYDROLASE) (GLX II),13,169.9,80.9,-1.06,8835.1,4205.92,-89,0.1416,0.7221
MB0652,Rv0634A,conserved hypotheticals,NA,NE,GD,Transcription regulator of the Arc/MetJ class,4,234.8,85,-1.45,3757.2,1360.69,-149.8,0.2399,0.81029
MB0653,Rv0634B,information pathways,rpmG2,NE,GD,50s ribosomal protein l33 rpmg2,3,629.7,23.2,-4.71,7556.1,277.99,-606.5,0.1723,0.75346
MB0654,Rv0635,intermediary metabolism and respiration,hadA,ES,ES,(3r)-hydroxyacyl-acp dehydratase subunit hada,13,0,0,0,0,0,0,1,1
MB0655,Rv0636,conserved hypotheticals,hadB,ES,ES,(3r)-hydroxyacyl-acp dehydratase subunit hadb,7,0,0,0,0,0,0,1,1
MB0656,Rv0637,intermediary metabolism and respiration,hadC,NE,ES,(3r)-hydroxyacyl-acp dehydratase subunit hadc,5,0,0,0,0,0,0,1,1
MB0657,Rv0638,cell wall and cell processes,secE1,ES,ES,PROBABLE PREPROTEIN TRANSLOCASE SECE1,8,0,0,0,0,0,0,1,1
MB0658,Rv0639,information pathways,nusG,ES,ES,PROBABLE TRANSCRIPTION ANTITERMINATION PROTEIN NUSG,11,0,0,0,0,0,0,1,1
MB0659,Rv0640,information pathways,rplK,NE,NE,50s ribosomal protein l11 rplk,4,0,0,0,0,0,0,1,1
MB0660,Rv0641,information pathways,rplA,NE,NE,50s ribosomal protein l1 rpla,7,0,0,0,0,0,0,1,1
MB0661c,Rv0642c,lipid metabolism,mmaA4,NE,NE,METHOXY MYCOLIC ACID SYNTHASE 4 MMAA4 (METHYL MYCOLIC ACID SYNTHASE 4) (MMA4) (HYDROXY MYCOLIC ACID SYNTHASE),18,71.5,60.6,-0.23,5145.1,4366.24,-10.8,0.6931,1
MB0662c,Rv0643c,lipid metabolism,mmaA3,NE,NE,METHOXY MYCOLIC ACID SYNTHASE 3 MMAA3 (METHYL MYCOLIC ACID SYNTHASE 3) (MMA3) (HYDROXY MYCOLIC ACID SYNTHASE),21,327.4,409,0.32,27501.3,34352.88,81.6,0.4794,0.93536
MB0663c,Rv0644c,lipid metabolism,mmaA2,NE,NE,METHOXY MYCOLIC ACID SYNTHASE 2 MMAA2 (METHYL MYCOLIC ACID SYNTHASE 2) (MMA2) (HYDROXY MYCOLIC ACID SYNTHASE),10,385.6,431.4,0.16,15423,17255.35,45.8,0.7054,1
MB0664c,Rv0645c,lipid metabolism,mmaA1,NE,NE,METHOXY MYCOLIC ACID SYNTHASE 1 MMAA1 (METHYL MYCOLIC ACID SYNTHASE 1) (MMA1) (HYDROXY MYCOLIC ACID SYNTHASE),20,349.8,276.2,-0.34,27986.1,22094.84,-73.6,0.4876,0.93536
MB0665c,Rv0646c,intermediary metabolism and respiration,lipG,NE,NE,PROBABLE LIPASE/ESTERASE LIPG,10,86.6,65.7,-0.39,3465.5,2629.8,-20.9,0.7095,1
MB0666c,Rv0647c,conserved hypotheticals,NA,ES,NE,Predicted unusual protein kinase,13,29.4,52.4,0.82,1526.3,2726.2,23.1,0.8373,1
MB0667,Rv0648,intermediary metabolism and respiration,NA,NE,NE,ALPHA-MANNOSIDASE,34,183.2,212.2,0.21,24912.9,28856.51,29,0.6513,1
MB0668,Rv0649,lipid metabolism,fabD2,NE,NE,possible malonyl coa-acyl carrier protein transacylase fabd2 (mct),3,259.3,325.6,0.33,3111.5,3907.08,66.3,0.8281,1
MB0669,Rv0650,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE SUGAR KINASE,4,135.7,141.7,0.06,2171.3,2266.88,6,0.9735,1
MB0670,Rv0651,information pathways,rplJ,NE,NE,50s ribosomal protein l10 rplj,5,0,0,0,0,0,0,1,1
MB0671,Rv0652,information pathways,rplL,NE,NE,50s ribosomal protein l7/l12 rpll (sa1),0,0,0,0,0,0,0,1,1
MB0672c,Rv0653c,regulatory proteins,NA,NE,NE,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY),11,128.7,168.5,0.39,5664.7,7413.94,39.8,0.5142,0.94457
MB0673,Rv0654,intermediary metabolism and respiration,NA,NE,NE,PROBABLE DIOXYGENASE,26,437.7,586.6,0.42,45517.4,61010.94,149,0.4525,0.93189
MB0674,Rv0655,cell wall and cell processes,mkl,NE,NE,POSSIBLE RIBONUCLEOTIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER MKL,12,100.9,35.1,-1.5,4845.2,1685.17,-65.8,0.2886,0.84346
MB0675c,Rv0656c,"virulence, detoxification, adaptation",vapc6,NE,NE,possible toxin vapc6,4,362.3,422.4,0.22,5796.9,6758.11,60.1,0.7876,1
MB0676c,Rv0657c,"virulence, detoxification, adaptation",vapb6,NE,NE,possible antitoxin vapb6,1,0,97.6,6.62,0,390.31,97.6,0.3337,0.87261
MB0677c,Rv0658c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,13,45.8,177.2,1.93,2382.8,9216.95,131.4,0.034,0.50562
MB0678c,Rv0659c,"virulence, detoxification, adaptation",mazf2,NE,NE,toxin mazf2,4,354,120.4,-1.55,5663.5,1926.37,-233.6,0.1471,0.72969
MB0679c,Rv0660c,"virulence, detoxification, adaptation",maze2,NE,NE,possible antitoxin maze2,2,68.4,448.2,2.69,547.6,3585.41,379.7,0.094,0.65462
MB0680c,Rv0661c,"virulence, detoxification, adaptation",vapc7,NE,NE,possible toxin vapc7,5,66.9,83.9,0.32,1338.7,1677.88,17,0.7961,1
MB0681c,Rv0662c,"virulence, detoxification, adaptation",vapb7,NE,NE,possible antitoxin vapb7,6,145.8,419,1.52,3499.6,10056.82,273.2,0.1196,0.68393
MB0682,Rv0663,intermediary metabolism and respiration,atsD,NE,NE,POSSIBLE ARYLSULFATASE ATSD (ARYL-SULFATE SULPHOHYDROLASE) (ARYLSULPHATASE),43,137.7,66.5,-1.04,23676.8,11441.81,-71.1,0.0915,0.65462
MB0683,Rv0664,"virulence, detoxification, adaptation",vapb8,NE,NE,possible antitoxin vapb8,2,53.8,725,3.73,430.4,5799.61,671.2,0.1969,0.77971
MB0684,Rv0665,"virulence, detoxification, adaptation",vapc8,NE,NE,possible toxin vapc8,4,223,748.5,1.74,3567.7,11975.85,525.5,0.1695,0.74813
MB0685,Rv0666,cell wall and cell processes,NA,N/A,N/A,POSSIBLE MEMBRANE PROTEIN,0,0,0,0,0,0,0,1,1
MB0686,Rv0667,information pathways,rpoB,ES,ES,DNA-DIRECTED RNA POLYMERASE (BETA CHAIN) RPOB (TRANSCRIPTASE BETA CHAIN) (RNA POLYMERASE BETA SUBUNIT),37,0,0,0,0,0,0,1,1
MB0687,Rv0668,information pathways,rpoC,ES,ES,DNA-DIRECTED RNA POLYMERASE (BETA' CHAIN) RPOC (TRANSCRIPTASE BETA' CHAIN) (RNA POLYMERASE BETA' SUBUNIT).,45,26.1,21.9,-0.24,4696.9,3943.78,-4.2,0.7964,1
MB0688c,Rv0669c,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE HYDROLASE,36,250.9,188.6,-0.41,36124.5,27158.06,-62.3,0.4183,0.91333
MB0689,Rv0670,information pathways,end,NE,NE,PROBABLE ENDONUCLEASE IV END (ENDODEOXYRIBONUCLEASE IV) (APURINASE),5,188.2,133.2,-0.5,3764.3,2664.76,-55,0.644,1
MB0690,Rv0671,cell wall and cell processes,lpqP,NE,NE,POSSIBLE CONSERVED LIPOPROTEIN LPQP,13,205.7,272.6,0.4,10698.8,14175,66.9,0.6963,1
MB0691,Rv0672,lipid metabolism,fadE8,NE,NE,PROBABLE ACYL-COA DEHYDROGENASE FADE8,26,160.8,187,0.22,16720,19443.96,26.2,0.684,1
MB0692,Rv0673,lipid metabolism,echA4,NE,NE,POSSIBLE ENOYL-COA HYDRATASE ECHA4 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE),8,264,163.8,-0.69,8448.2,5241.5,-100.2,0.3293,0.87261
MB0693,Rv0674,conserved hypotheticals,NA,NE,NE,"Transcriptional regulator, PaaX family",6,32.2,42.8,0.4,772.9,1028.37,10.6,0.8766,1
MB0694,Rv0675,lipid metabolism,echA5,NE,NE,PROBABLE ENOYL-COA HYDRATASE ECHA5 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE),3,0.6,51.6,5.06,6.9,618.78,51,0.1831,0.76364
MB0695c,Rv0676c,cell wall and cell processes,mmpL5,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL5,28,359.6,359.8,0,40277.2,40300.81,0.2,0.9987,1
MB0696c,Rv0677c,cell wall and cell processes,mmpS5,NE,NE,POSSIBLE CONSERVED MEMBRANE PROTEIN MMPS5,5,254,89.5,-1.49,5080.3,1789.82,-164.5,0.0821,0.64091
MB0697,Rv0678,conserved hypotheticals,mmpR5,NE,NE,MarR family transcriptional regulator associated with MmpL5/MmpS5 efflux system,5,468.5,116.8,-1.99,9369.2,2336.21,-351.7,0.0308,0.48634
MB0698c,Rv0679c,conserved hypotheticals,NA,NE,NE,conserved threonine rich protein,4,57.6,429,2.88,921.5,6863.81,371.4,0.0609,0.59216
MB0699c,Rv0680c,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,3,536.1,567.2,0.08,6432.9,6805.85,31.1,0.9391,1
MB0700,Rv0681,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY),11,352.1,178,-0.98,15493.2,7832.62,-174.1,0.1746,0.75536
MB0701,Rv0682,information pathways,rpsL,ES,ES,30s ribosomal protein s12 rpsl,8,0,0,0,0,0,0,1,1
MB0702,Rv0683,information pathways,rpsG,ES,ES,30s ribosomal protein s7 rpsg,5,0,0,0,0,0,0,1,1
MB0703,Rv0684,information pathways,fusA1,ES,ES,PROBABLE ELONGATION FACTOR G FUSA1 (EF-G),32,0,0,0,0,0,0,1,1
MB0704,Rv0685,information pathways,tuf,ES,ES,probable iron-regulated elongation factor tu tuf (ef-tu),11,0,0,0,0,0,0,1,1
MB0705,Rv0686,cell wall and cell processes,NA,NE,NE,PROBABLE MEMBRANE PROTEIN,12,317.7,175.6,-0.85,15248.1,8429.47,-142.1,0.0999,0.66137
MB0706,Rv0687,intermediary metabolism and respiration,NA,NE,NE,probable short-chain type dehydrogenase/reductase,15,113.4,57,-0.98,6805.8,3421.47,-56.4,0.5727,0.98202
MB0707,Rv0688,intermediary metabolism and respiration,NA,NE,NE,PUTATIVE FERREDOXIN REDUCTASE,14,209.6,53,-1.96,11735.7,2967.05,-156.6,0.0283,0.48634
MB0708c,Rv0689c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,3,56.4,88.3,0.64,676.3,1060.16,32,0.4835,0.93536
MB0709c,Rv0690c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,14,89.4,243.5,1.44,5005.6,13637.15,154.1,0.036,0.52007
MB0710A,Rv0691A,intermediary metabolism and respiration,NA,NE,NE,Mycofactocin precursor protein,3,14.9,139.1,3.14,179.2,1669.55,124.2,0.2213,0.79792
MB0710c,Rv0691c,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN,9,122.8,113.2,-0.12,4422.6,4074.46,-9.7,0.9147,1
MB0711,Rv0692,conserved hypotheticals,mftB,NE,NE,Mycofactocin binding protein MftB,6,26.2,72.2,1.43,628.5,1732.88,46,0.4415,0.92218
MB0712,Rv0693,intermediary metabolism and respiration,pqqE,NE,GD,PROBABLE COENZYME PQQ SYNTHESIS PROTEIN E PQQE (COENZYME PQQ SYNTHESIS PROTEIN III),17,13.4,20.3,0.56,912,1379.92,6.9,0.6387,1
MB0713,Rv0694,intermediary metabolism and respiration,lldD1,GD,GD,POSSIBLE L-LACTATE DEHYDROGENASE (CYTOCHROME) LLDD1,14,3.7,6.7,0.7,208.4,374.11,3,0.9136,1
MB0714,Rv0695,conserved hypotheticals,mftE,GD,NE,Cyclic amid hydrolase in mycofactocin cluster,11,4.1,96.6,4.26,180.4,4249.02,92.5,0.0114,0.38272
MB0715,Rv0696,intermediary metabolism and respiration,NA,NE,NE,PROBABLE MEMBRANE SUGAR TRANSFERASE,25,28.8,48.9,0.74,2881.9,4894.4,20.1,0.4722,0.93536
MB0716,Rv0697,intermediary metabolism and respiration,NA,GD,ES,PROBABLE DEHYDROGENASE,23,0.9,10.4,2.62,78.6,953.36,9.5,0.6245,1
MB0717,Rv0698,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN [FIRST PART],2,10.7,0.3,-3.16,85.8,2.48,-10.4,1,1
MB0718,Rv0698,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN [SECOND PART],4,93,58.5,-0.66,1487.2,935.91,-34.5,0.7088,1
MB0719,Rv0699,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,2,0,0,0,0,0,0,1,1
MB0720,Rv0700,information pathways,rpsJ,ES,ES,30S RIBOSOMAL PROTEIN S10 RPSJ (TRANSCRIPTION ANTITERMINATION FACTOR NUSE),5,0,0,0,0,0,0,1,1
MB0721,Rv0701,information pathways,rplC,ES,ES,50s ribosomal protein l3 rplc,16,0,0,0,0,0,0,1,1
MB0722,Rv0702,information pathways,rplD,ES,ES,50s ribosomal protein l4 rpld,9,0,0,0,0,0,0,1,1
MB0723,Rv0703,information pathways,rplW,ES,ES,50s ribosomal protein l23 rplw,4,0,0,0,0,0,0,1,1
MB0724,Rv0704,information pathways,rplB,ES,ES,50s ribosomal protein l2 rplb,16,0,0,0,0,0,0,1,1
MB0725,Rv0705,information pathways,rpsS,ES,ES,30s ribosomal protein s19 rpss,2,0,0,0,0,0,0,1,1
MB0726,Rv0706,information pathways,rplV,ES,ES,50s ribosomal protein l22 rplv,7,0,0,0,0,0,0,1,1
MB0727,Rv0707,information pathways,rpsC,ES,ES,30s ribosomal protein s3 rpsc,12,0,0,0,0,0,0,1,1
MB0728,Rv0708,information pathways,rplP,ES,ES,50s ribosomal protein l16 rplp,9,0,0,0,0,0,0,1,1
MB0729,Rv0709,information pathways,rpmC,ES,ES,50s ribosomal protein l29 rpmc,4,0,0,0,0,0,0,1,1
