#utest
#Console: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit utest output/permissive_wigs/perm_B1_insertions.wig,output/permissive_wigs/perm_D1_insertions.wig,output/permissive_wigs/perm_B2_insertions.wig,output/permissive_wigs/perm_D2_insertions.wig output/permissive_wigs/perm_A1_insertions.wig,output/permissive_wigs/perm_C1_insertions.wig,output/permissive_wigs/perm_A2_insertions.wig,output/permissive_wigs/perm_C2_insertions.wig ref_seqs/Mbovis_LT708304.prot_table output/utest_all_perm_ttr.tsv -n TTR
#Control Data: b'output/permissive_wigs/perm_B1_insertions.wig,output/permissive_wigs/perm_D1_insertions.wig,output/permissive_wigs/perm_B2_insertions.wig,output/permissive_wigs/perm_D2_insertions.wig'
#Experimental Data: b'output/permissive_wigs/perm_A1_insertions.wig,output/permissive_wigs/perm_C1_insertions.wig,output/permissive_wigs/perm_A2_insertions.wig,output/permissive_wigs/perm_C2_insertions.wig'
#Annotation path: b'ref_seqs/Mbovis_LT708304.prot_table'
#Time: 8.193161964416504
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	U-Statistic	p-value	Adj. p-value
MB1005	rpmF	50s ribosomal protein l32 rpmf	2	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1006c	PE_PGRS18	pe-pgrs family protein pe_pgrs18	15	524.4	383.0	-0.45	1499.00	0.33662	0.68873
MB1007	mprA	Mycobacterial persistence regulator MRPA (two component response transcriptional regulatory protein)	10	188.4	98.4	-0.94	1029.00	0.02461	0.20142
MB1008	mprB	two component sensor kinase mprb	16	122.3	113.7	-0.11	24.00	0.38542	0.73521
MB1009	pepd	probable serine protease pepd (serine proteinase) (mtb32b)	14	204.4	46.0	-2.15	1890.00	0.04466	0.26862
MB1010	moaB2	POSSIBLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB2 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD)	3	89.5	479.0	2.42	60.50	0.51763	0.82402
MB1011c	mscL	POSSIBLE LARGE-CONDUCTANCE ION MECHANOSENSITIVE CHANNEL MSCL	8	262.4	340.8	0.38	457.00	0.46142	0.77964
MB1012	NA	PROBABLE ADHESION COMPONENT TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER	24	113.5	27.0	-2.07	1693.00	0.00677	0.11293
MB1013	NA	PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER	43	39.0	193.1	2.31	2549.00	0.20487	0.53817
MB1014	NA	PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER	49	86.2	249.2	1.53	3867.00	0.00329	0.07887
MB1015	NA	POSSIBLE CONSERVED EXPORTED PROTEIN	39	14.6	52.5	1.84	657.00	0.89769	1.00000
MB1016c	grcC2	PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC2 (POLYPRENYL PYROPHOSPHATE SYNTHETASE)	17	129.1	148.3	0.20	1618.00	0.07338	0.33477
MB1017c	NA	Heat shock protein 22.5 (Hsp22.5)	4	272.5	67.6	-2.01	183.00	0.03013	0.22122
MB1018c	NA	conserved serine rich protein	3	175.4	193.6	0.14	76.00	0.83689	1.00000
MB1019c	NA	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	6	335.0	417.9	0.32	299.50	0.81144	1.00000
MB1020	galU	utp--glucose-1-phosphate uridylyltransferase galu (udp-glucose pyrophosphorylase) (udpgp) (alpha-d-glucosyl-1-phosphate uridylyltransferase) (uridine diphosphoglucose pyrophosphorylase)	13	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1021	moeA1	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA1	12	124.6	262.1	1.07	861.00	0.35856	0.71120
MB1022	rimJ	ribosomal-protein-alanine acetyltransferase rimj (acetylating enzyme for n-terminal of ribosomal protein s5)	5	101.8	2.6	-5.29	285.00	0.00481	0.09211
MB1023	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	16	170.5	205.3	0.27	1809.00	0.96278	1.00000
MB1023A	NA	NA	5	97.5	157.7	0.69	243.50	0.17210	0.50482
MB1024	NA	HYPOTHETICAL PROTEIN	5	95.6	173.4	0.86	251.50	0.15391	0.47927
MB1025	NA	Protein lysine acetyltransferase Pat (EC 2.3.1.-), Mycobacterial type	9	528.6	286.8	-0.88	520.00	0.02436	0.20071
MB1026	NA	unknown protein	11	119.6	253.7	1.09	1139.00	0.13342	0.44861
MB1027c	NA	Alkylated DNA repair protein AlkB	8	388.2	580.9	0.58	326.00	0.28011	0.63086
MB1028	arcA	PROBABLE ARGININE DEIMINASE ARCA (ADI) (AD) (ARGININE DIHYDROLASE)	18	177.1	334.0	0.92	2788.00	0.02595	0.20626
MB1029c	NA	CONSERVED MEMBRANE PROTEIN	23	70.9	36.1	-0.97	3719.50	0.03111	0.22551
MB1030	rsmI	16S rRNA (cytidine(1402)-2'-O)-methyltransferase (EC 2.1.1.198)	7	94.5	36.2	-1.38	483.00	0.07873	0.34391
MB1031c	NA	PROBABLE MEMBRANE PROTEIN	10	233.5	124.9	-0.90	982.00	0.05578	0.29726
MB1032c	pabB	Probable para-aminobenzoate synthase component I PABD	16	123.1	190.8	0.63	1752.50	0.26706	0.61765
MB1033	NA	unknown protein	36	122.8	136.8	0.16	9488.00	0.17282	0.50583
MB1034c	metS	methionyl-trna synthetase mets (metrs) (methionine--trna ligase)	30	36.3	0.0	-5.22	10.00	0.45325	0.77196
MB1035	tatD	Probable deoxyribonuclease TatD (YjjV protein)	13	388.4	254.9	-0.61	903.50	0.31501	0.66679
MB1036	rpfB	Probable resuscitation-promoting factor rpfB	11	88.7	77.8	-0.19	1026.00	0.60617	0.89325
MB1037	ksgA	PROBABLE DIMETHYLADENOSINE TRANSFERASE KSGA (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein ksgA) (Kasugamycin dimethyltransferase)	12	178.6	80.2	-1.15	1285.00	0.28706	0.64153
MB1038	ispE	Probable 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase ISPE (CMK) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	12	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1040	NA	HYPOTHETICAL PROTEIN	4	203.2	0.0	-7.67	120.00	0.00108	0.04569
MB1041	pks16	PUTATIVE POLYKETIDE SYNTHASE PKS16	21	141.0	74.9	-0.91	3789.00	0.02888	0.21639
MB1042c	pth	PROBABLE PEPTIDYL-TRNA HYDROLASE PTH	11	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1043c	rplY	50s ribosomal protein l25 rply	10	0.3	13.3	5.64	59.50	0.28604	0.63961
MB1044c	lpqT	probable conserved lipoprotein lpqt	7	135.9	152.7	0.17	421.00	0.62834	0.91261
MB1045c	prsA	PROBABLE RIBOSE-PHOSPHATE PYROPHOSPHOKINASE PRSA (Phosphoribosyl pyrophosphate synthetase) (PRPP synthetase)	11	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1046c	glmU	Probable UDP-N-acetylglucosamine pyrophosphorylase glmU	23	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1047	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY)	8	131.3	258.0	0.97	541.50	0.68417	0.94970
MB1048	mfd	PROBABLE TRANSCRIPTION-REPAIR COUPLING FACTOR MFD (TRCF)	37	273.7	313.2	0.19	9542.50	0.16289	0.49356
MB1049	mazG	Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	12	109.2	142.5	0.38	482.00	0.67198	0.94144
MB1050	lpqU	probable conserved lipoprotein lpqu	13	194.6	165.5	-0.23	1019.50	0.63284	0.91527
MB1051	eno	PROBABLE ENOLASE ENO	12	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1052	NA	possible conserved membrane protein	8	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1053	NA	FIG004853: possible toxin to DivIC	6	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1054	ppx2	Exopolyphosphatase (EC 3.6.1.11)	7	12.5	26.6	1.09	328.50	0.24530	0.58895
MB1055c	kdpE	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN KDPE	9	54.1	2.9	-4.20	161.00	0.16845	0.50325
MB1056c	kdpD	PROBABLE SENSOR PROTEIN KDPD	24	160.9	104.4	-0.62	2677.00	0.07112	0.32879
MB1057	kdpF	Probable membrane protein kdpF	3	577.0	9.6	-5.91	52.00	0.02403	0.19858
MB1058	kdpA	Probable Potassium-transporting ATPase A chain KDPA (Potassium-translocating ATPase A chain) (ATP phosphohydrolase [potassium-transporting] A chain) (Potassium binding and translocating subunit A)	27	211.7	50.3	-2.07	4709.50	0.00008	0.01473
MB1059	kdpB	Probable Potassium-transporting P-type ATPase B chain KDPB (Potassium-translocating ATPase B chain) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium binding and translocating subunit B)	13	74.1	129.4	0.80	1417.50	0.63408	0.91635
MB1060	kdpC	Probable Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain) (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium binding and translocating subunit C)	9	296.4	210.2	-0.50	574.00	0.36243	0.71520
MB1061c	trcS	TWO COMPONENT SENSOR HISTIDINE KINASE TRCS	21	249.3	245.8	-0.02	3407.00	0.04570	0.27051
MB1062c	trcR	TWO COMPONENT TRANSCRIPTIONAL REGULATOR TRCR	15	277.7	247.7	-0.16	1947.00	0.02465	0.20142
MB1063c	NA	PROBABLE TRANSPOSASE (FRAGMENT)	2	82.6	0.3	-8.06	41.50	0.21434	0.54617
MB1064c	NA	PROBABLE TRANSPOSASE (FRAGMENT)	4	16.3	153.8	3.24	47.00	0.09190	0.36954
MB1065c	NA	PROBABLE IS1560 TRANSPOSASE (FRAGMENT)	4	995.9	23.4	-5.41	75.50	0.85315	1.00000
MB1066c	esxI	putative esat-6 like protein esxi (esat-6 like protein 1)	4	215.6	560.4	1.38	105.00	0.38669	0.73570
MB1067c	esxJ	esat-6 like protein esxj (esat-6 like protein 2)	3	128.9	100.7	-0.36	87.00	0.37869	0.72859
MB1068c	PPE15	ppe family protein ppe15	23	243.4	221.5	-0.14	4206.00	0.30173	0.65589
MB1069c	PE8	pe family protein pe8	8	195.6	210.7	0.11	519.50	0.91997	1.00000
MB1070c	NA	probable is like-2 transposase	12	209.3	179.2	-0.22	1276.00	0.35458	0.70619
MB1071c	NA	probable is like-2 transposase	5	107.9	205.6	0.93	122.00	0.83526	1.00000
MB1072c	NA	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	11	260.2	447.0	0.78	876.00	0.45411	0.77300
MB1073	NA	Predicted transcriptional regulator	13	408.4	152.3	-1.42	408.00	0.00955	0.13241
MB1074	NA	HYPOTHETICAL PROTEIN	11	217.6	250.2	0.20	983.50	0.89538	1.00000
MB1075c	NA	HYPOTHETICAL PROTEIN	6	166.3	319.6	0.94	323.50	0.46210	0.77964
MB1076	NA	probable transposase	13	135.8	206.9	0.61	860.50	0.03271	0.23009
MB1077c	NA	HYPOTHETICAL PROTEIN	23	272.1	350.6	0.37	2965.50	0.12571	0.43571
MB1078	NA	PROBABLE TRANSCRIPTIONAL REPRESSOR PROTEIN	3	390.0	859.8	1.14	50.00	0.21409	0.54617
MB1079	NA	PROBABLE OXIDOREDUCTASE	11	30.6	165.0	2.43	475.50	0.60011	0.88867
MB1080c	NA	CONSERVED HYPOTHETICAL PROTEIN	8	71.9	40.5	-0.83	322.00	0.41907	0.76596
MB1081	NA	HYPOTHETICAL PROTEIN	6	100.6	33.6	-1.58	230.50	0.37418	0.72501
MB1082c	NA	Mobile element protein	6	98.6	88.4	-0.16	293.00	0.91630	1.00000
MB1083	NA	probable integrase (fragment)	4	221.8	19.3	-3.52	184.00	0.01355	0.15224
MB1084	NA	POSSIBLE INTEGRASE (FRAGMENT)	3	110.9	0.0	-6.81	52.00	0.01278	0.14725
MB1085	NA	conserved protein	21	346.9	126.4	-1.46	3775.50	0.00051	0.03308
MB1086	NA	CONSERVED HYPOTHETICAL PROTEIN	17	322.8	484.7	0.59	2442.00	0.56047	0.85908
MB1087	fadD14	PROBABLE MEDIUM CHAIN FATTY-ACID-COA LIGASE FADD14 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)	27	230.9	104.7	-1.14	4453.00	0.05817	0.29870
MB1088	NA	Oxidoreductase	9	46.5	168.8	1.86	133.00	0.84875	1.00000
MB1089	NA	unknown protein	4	470.6	322.0	-0.55	53.00	0.24435	0.58815
MB1090	NA	Glutamine amidotransferases class-II	12	192.7	129.7	-0.57	1100.00	0.22765	0.56251
MB1091	NA	Phospholipase, patatin family protein	6	46.5	11.4	-2.02	402.00	0.00804	0.12038
MB1092c	NA	FIG00613342: Bacterial patatin-like phospholipase domain containing protein	12	234.5	242.3	0.05	1042.50	0.50914	0.81714
MB1093c	lpqV	possible lipoprotein lpqv	6	209.8	173.5	-0.27	230.00	0.39844	0.74928
MB1094	NA	Cysteine dioxygenase (EC 1.13.11.20)	10	378.2	196.1	-0.95	832.50	0.74862	0.98729
MB1095	NA	Rhodanese-related sulfurtransferase, 1 domain	2	165.9	2.3	-6.18	54.00	0.01284	0.14725
MB1096c	PE_PGRS19	pe-pgrs family protein pe_pgrs19	10	142.2	125.0	-0.19	546.00	0.64276	0.92297
MB1097c	PE_PGRS20	pe-pgrs family protein pe_pgrs20	17	179.2	223.4	0.32	1482.00	0.38598	0.73521
MB1098c	NA	Predicted membrane protein (DUF2319)	19	321.4	332.4	0.05	2925.00	0.17527	0.50784
MB1099c	echA8	PROBABLE ENOYL-CoA HYDRATASE ECHA8 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE)	7	84.6	189.2	1.16	389.50	0.97205	1.00000
MB1100c	echA9	POSSIBLE ENOYL-COA HYDRATASE ECHA9 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)	11	123.4	215.9	0.81	1167.50	0.08532	0.35663
MB1101	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	17	25.2	40.9	0.70	1939.00	0.38986	0.74002
MB1102	NA	CONSERVED HYPOTHETICAL PROTEIN	17	176.7	207.1	0.23	2303.00	0.21017	0.54177
MB1103c	fadA3	PROBABLE BETA-KETOACYL CoA THIOLASE FADA3	11	448.4	152.7	-1.55	1057.00	0.00900	0.12928
MB1104c	NA	CONSERVED EXPORTED PROTEIN	15	233.2	1042.1	2.16	1529.00	0.81495	1.00000
MB1105	lipU	possible lipase lipu	20	300.8	357.4	0.25	724.50	0.36554	0.71888
MB1106	cbs	Probable cystathionine beta-synthase CBS (Serine sulfhydrase) (Beta-thionase) (Hemoprotein H-450)	25	138.4	265.7	0.94	3817.00	0.86466	1.00000
MB1107	pra	Probable Proline-rich antigen homolog pra	16	98.4	87.9	-0.16	1167.50	0.89940	1.00000
MB1108	metB	cystathionine gamma-synthase metb (cgs) (o-succinylhomoserine [thiol]-lyase)	15	70.7	144.6	1.03	1587.50	0.89880	1.00000
MB1109c	greA	PROBABLE TRANSCRIPTION ELONGATION FACTOR GREA (Transcript cleavage factor greA)	9	0.5	2.3	2.31	77.00	0.65129	0.92719
MB1110c	NA	PROBABLE CONSERVED MEMBRANE PROTEIN	6	309.5	0.0	-8.28	14.00	0.06892	0.32340
MB1111	mca	Mycothiol conjugate amidase Mca (Mycothiol S-conjugate amidase)	11	283.9	196.2	-0.53	1162.00	0.08853	0.36209
MB1112	NA	CONSERVED HYPOTHETICAL PROTEIN	2	61.9	0.0	-5.98	40.00	0.17090	0.50325
MB1113	NA	conserved protein	25	205.3	225.9	0.14	3430.00	0.74386	0.98703
MB1114c	NA	POSSIBLE HEMOLYSIN-LIKE PROTEIN	11	267.7	147.3	-0.86	845.00	0.65905	0.93270
MB1115	NA	SHORT (C15) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-FPP SYNTHASE) (Z-FARNESYL DIPHOSPHATE SYNTHASE) (Z-FPP SYNTHETASE) (Z-FARNESYL DIPHOSPHATE SYNTHETASE) (GERANYLTRANSTRANSFERASE) (FARNESYL PYROPHOSPHATE SYNTHETASE)	14	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1116	PE_PGRS21	pe-pgrs family protein pe_pgrs21	20	183.3	274.6	0.58	2671.00	0.74687	0.98703
MB1116A	NA	Undecaprenyl diphosphate synthase (EC 2.5.1.31)	7	482.1	406.3	-0.25	343.00	0.25377	0.59958
MB1117	PE9	pe family protein pe9	3	71.2	361.2	2.34	53.50	0.26663	0.61711
MB1118	PE10	pe family protein pe10	4	21.5	13.8	-0.64	78.00	0.65478	0.93026
MB1119	celA2a	PROBABLE CELLULASE CELA2A (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE)	2	561.9	240.7	-1.22	42.50	0.29005	0.64511
MB1120	celA2b	PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE)	7	264.2	380.8	0.53	421.50	0.63196	0.91524
MB1121	PE_PGRS22	pe-pgrs family protein pe_pgrs22	18	138.1	162.6	0.24	2378.50	0.09867	0.38563
MB1122c	coaA	Probable pantothenate kinase coaA (Pantothenic acid kinase)	18	30.8	0.6	-5.68	32.50	1.00000	1.00000
MB1123	glyA1	serine hydroxymethyltransferase 1 glya1	12	611.0	89.7	-2.77	1028.00	0.00001	0.00796
MB1124	desA2	POSSIBLE ACYL-[ACYL-CARRIER PROTEIN] DESATURASE DESA2 (ACYL-[ACP] DESATURASE) (STEAROYL-ACP DESATURASE)	11	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1125	phoH2	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH)	10	44.5	150.4	1.76	544.00	0.20992	0.54153
MB1126	NA	POSSIBLE GLYCOSYL HYDROLASE	15	171.7	145.2	-0.24	1440.00	0.01621	0.16206
MB1127c	NA	PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN	17	152.7	3.8	-5.32	740.00	0.00037	0.02910
MB1128c	fum	PROBABLE FUMARASE FUM (Fumarate hydratase)	10	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1129c	glpx	fructose 1,6-bisphosphatase glpx	12	135.4	43.0	-1.66	842.50	0.00920	0.13040
MB1130	NA	conserved protein	9	148.7	29.7	-2.33	367.00	0.07760	0.34243
MB1131c	NA	CONSERVED MEMBRANE PROTEIN	13	538.6	367.0	-0.55	1005.00	0.04128	0.25612
MB1132c	mazf3	toxin mazf3	7	273.6	483.0	0.82	249.00	0.40695	0.75481
MB1133c	maze3	possible antitoxin maze3	8	251.5	444.8	0.82	272.00	0.73262	0.97975
MB1134	NA	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT)	11	366.4	253.9	-0.53	978.00	0.07438	0.33715
MB1135	NA	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT)	10	195.4	225.4	0.21	786.50	0.10915	0.40824
MB1136c	NA	3-beta-hydroxysteroid dehydrogenase	18	201.9	216.0	0.10	2499.00	0.40268	0.75409
MB1137c	xseB	Probable exodeoxyribonuclease VII (small subunit) xseB (Exonuclease VII small subunit)	2	221.6	166.3	-0.41	30.00	0.86938	1.00000
MB1138c	xseA	PROBABLE EXODEOXYRIBONUCLEASE VII (LARGE SUBUNIT) XSEA (EXONUCLEASE VII LARGE SUBUNIT)	10	107.2	322.2	1.59	832.50	0.72803	0.97609
MB1139c	NA	conserved protein	8	68.7	168.5	1.29	388.50	0.95653	1.00000
MB1140	lytB2	PROBABLE LYTB-RELATED PROTEIN LYTB2	12	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1141c	NA	Rhomboid family protein	22	333.3	241.4	-0.47	1045.00	0.01320	0.14995
MB1142	NA	Probable GTP binding protein	9	94.1	74.7	-0.33	725.00	0.34752	0.69787
MB1143	vapb32	possible antitoxin vapb32	2	15.9	67.7	2.09	24.50	0.33415	0.68640
MB1144	vapc32	possible toxin vapc32. contains pin domain.	3	14.0	78.1	2.47	76.00	0.81629	1.00000
MB1145	NA	POSSIBLE EXPORTED PROTEIN	16	133.5	121.5	-0.14	996.00	0.80948	1.00000
MB1146	NA	HYPOTHETICAL PROTEIN	3	16.2	4.7	-1.78	38.00	0.48250	0.79760
MB1147c	NA	PE family protein	5	296.4	115.4	-1.36	245.00	0.19821	0.53193
MB1148	NA	conserved protein	3	548.7	516.9	-0.09	83.00	0.54402	0.84781
MB1149c	NA	conserved protein	9	591.6	277.5	-1.09	819.00	0.05091	0.28442
MB1150c	NA	Adenylate cyclase (EC 4.6.1.1)	2	43.3	157.0	1.86	23.50	0.26970	0.62091
MB1151c	NA	Adenylate cyclase (EC 4.6.1.1)	3	20.9	31.0	0.57	78.00	0.69261	0.95618
MB1152	zwf1	PROBABLE GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE ZWF1 (G6PD)	23	112.9	31.6	-1.83	1690.00	0.43055	0.77196
MB1153	gnd2	probable 6-phosphogluconate dehydrogenase,decarboxylating gnd2	14	0.0	62.5	5.99	4.00	0.18588	0.51604
MB1154c	bpoB	POSSIBLE PEROXIDASE BPOB (NON-HAEM PEROXIDASE)	9	73.4	241.4	1.72	482.00	0.66981	0.94090
MB1155	ephC	PROBABLE EPOXIDE HYDROLASE EPHC (EPOXIDE HYDRATASE)	10	26.2	67.7	1.37	201.50	0.97637	1.00000
MB1156	NA	CONSERVED HYPOTHETICAL PROTEIN	21	109.4	35.2	-1.64	1645.00	0.02631	0.20711
MB1157c	NA	conserved protein	10	25.7	61.2	1.25	276.00	0.74741	0.98703
MB1158c	ppdK	PROBABLE PYRUVATE, PHOSPHATE DIKINASE PPDK	17	29.8	118.9	1.99	1601.00	0.04341	0.26406
MB1159c	NA	13E12 repeat family protein	26	113.5	46.1	-1.30	2399.00	0.00005	0.01220
MB1160c	NA	PROBABLE TRANSCRIPTIONAL REGULATOR PROTEIN	25	50.0	72.0	0.52	985.00	0.02628	0.20711
MB1161	prpD	possible methylcitrate dehydratase prpD	27	108.2	57.5	-0.91	2053.00	0.10205	0.39427
MB1162	prpc	probable methylcitrate synthase prpc	15	47.2	48.8	0.05	443.50	0.27175	0.62244
MB1163	NA	CONSERVED MEMBRANE PROTEIN	25	93.7	157.3	0.75	3306.00	0.08528	0.35663
MB1164c	metE	PROBABLE 5-METHYLTETRAHYDROPTEROYLTRIGLUTAMATE--HOMOCYSTEINE METHYLTRANSFERASE METE (methionine synthase, vitamin-B12 independent isozyme)	31	0.0	0.0	0.00	0.00	1.00000	1.00000
MB1165	NA	HYPOTHETICAL PROTEIN	4	97.3	155.9	0.68	101.50	0.07357	0.33477
MB1166c	PPE16	ppe family protein ppe16	22	198.1	130.1	-0.61	3230.00	0.19320	0.52486
MB1167	NA	POSSIBLE ACETYL-COA ACETYLTRANSFERASE (ACETOACETYL-COA THIOLASE)	6	130.5	59.7	-1.13	245.00	0.17406	0.50690
MB1168	NA	POSSIBLE ENOYL-COA HYDRATASE	3	179.9	284.7	0.66	32.00	1.00000	1.00000
MB1169c	NA	HYPOTHETICAL PROTEIN	2	136.5	16.6	-3.04	40.00	0.38542	0.73521
MB1170c	NA	possible oxidoreductase	16	228.1	151.9	-0.59	1123.00	0.17386	0.50666
MB1171c	NA	CONSERVED HYPOTHETICAL MEMBRANE PROTEIN	12	360.8	233.6	-0.63	839.50	0.70451	0.96238
MB1172	NA	PROBABLE INTEGRAL MEMBRANE PROTEIN	8	117.0	64.0	-0.87	597.00	0.21080	0.54276
MB1173c	echA11	PROBABLE ENOYL-COA HYDRATASE ECHA11 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)	12	420.8	266.0	-0.66	1093.00	0.00328	0.07887
MB1174c	echA10	PROBABLE ENOYL-CoA HYDRATASE ECHA10 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE)	7	382.6	161.4	-1.25	342.00	0.24917	0.59288
MB1175	mcr	PROBABLE ALPHA-METHYLACYL-COA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase)	14	248.7	388.9	0.65	1875.00	0.06449	0.31697
MB1176	NA	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE	11	211.4	113.7	-0.89	939.00	0.16385	0.49497
MB1177	mmpL13	probable conserved transmembrane transport protein mmpl13b	30	564.6	446.8	-0.34	7116.00	0.07771	0.34243
MB1178	NA	SAM-dependent methyltransferase	8	409.3	429.5	0.07	322.00	0.48299	0.79760
MB1179c	NA	13E12 repeat family protein	20	155.4	266.5	0.78	2874.00	0.24709	0.58908
MB1180	NA	POSSIBLE TRANSPOSASE	5	81.7	229.5	1.49	109.00	0.48078	0.79704
MB1181	NA	POSSIBLE TRANSPOSASE (FRAGMENT)	12	194.0	189.7	-0.03	1179.00	0.84366	1.00000
MB1182c	NA	transcriptional regulatory protein	9	294.9	458.1	0.64	432.00	0.26912	0.62091
MB1183	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN	5	210.9	268.8	0.35	84.00	0.49525	0.80421
MB1184c	omt	PROBABLE O-METHYLTRANSFERASE OMT	19	241.7	299.8	0.31	2585.00	0.20484	0.53817
MB1185c	NA	HYPOTHETICAL PROTEIN	16	138.9	241.8	0.80	2078.00	0.88351	1.00000
MB1186	NA	possible pyridoxamine 5'-phosphate oxidase (pnp/pmp oxidase) (pyridoxinephosphate oxidase) (pnpox) (pyridoxine 5'-phosphate oxidase)	11	200.6	190.4	-0.08	925.50	0.20708	0.53826
MB1186A	NA	NA	1	110.3	0.6	-7.48	12.50	0.21860	0.55335
MB1187	NA	Base excision DNA repair protein	10	272.5	237.2	-0.20	1015.00	0.03039	0.22122
MB1188c	NA	conserved ala-, pro-rich protein	7	35.7	20.5	-0.80	229.00	0.35430	0.70597
MB1189c	NA	Conserved alanine and proline rich protein	6	78.7	159.8	1.02	119.00	0.74018	0.98475
MB1190	pime	mannosyltransferase pime	27	139.7	62.4	-1.16	5622.00	0.09052	0.36654
MB1191c	NA	Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	10	196.5	110.9	-0.83	670.50	0.01469	0.15800
MB1192	mutT2	PROBABLE MUTATOR PROTEIN MUTT2 (7,8-dihydro-8-oxoguanine-triphosphatase) (8-OXO-DGTPASE)	4	10.3	120.5	3.55	50.00	0.12226	0.43069
MB1193	narG	respiratory nitrate reductase (alpha chain) narg	68	132.9	92.6	-0.52	22342.00	0.14438	0.46587
MB1194	narH	PROBABLE RESPIRATORY NITRATE REDUCTASE (BETA CHAIN) NARH	33	112.6	52.2	-1.11	8515.50	0.00966	0.13241
MB1195	narJ	PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA CHAIN) NARJ	14	206.5	229.6	0.15	846.50	0.63222	0.91524
MB1196	narI	PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA CHAIN) NARI	16	124.7	225.0	0.85	1335.00	0.15952	0.48781
